comments,year,month,day
"@EV-Travellers   
Interesting what you are planning. 
Will you also drive through Luxembourg? I couldn't see that on the page you linked. 
You make me confident I can drive to the North Sea Jazz in Rotterdam in July without major problems, I'll pick up my 500e Cabrio next week Friday.",2023,3,7
"Hi ophone, no, Lucembourg is not on our way. We go from Central Italy through Switzerland, Germany, Netherlands and from there we'll take the ferry to Newcastle. 
 
So you'll have the same car like me - 500e Cabriolet. Enjoy it, it is a great little car - and more spacious inside as you think. Very comfortable. 
I have no doubt whatsoever that you'll manage to go to Rotterdam. 
Just prepare yourself with the apps and RFID cards you might need.  
If you follow my journal - that will be (and it already was a bit) a part of it. Maybe you'll get some ideas.",2023,3,7
"For a morning I had the opportunity to try a test car with the same configuration I ordered. 
You're right, it's rather spacious inside, at least for the driver and the co-driver.",2023,3,7
"For short distance we were also already in four - once you got into the car, it is not too bad on the rear seats. But I wouldn't do it for longer than 30 mins or so. 
For our trip we removed the back of the back seat, so now it is anyway a two seater ",2023,3,7
"Hi all, my wife has a new 500e, since winter the range is shocking,getting 70 miles to a charge of 100% even with a/c off and blower on 1/2.that is taking it easy and not driving at over 65 on the motorway when we occasionally use it. 
Anyone else's having the same issues?",2023,1,28
Strange how all these new small cars have a similar range to a Leaf24?,2023,1,28
"If this is the version with the smaller battery then at this time of year a full charge should provide between 75 and 90 miles (this will improve to over 110 miles as temperatures rise in spring and summer). Gentle acceleration and deceleration (as in a petrol car) help extend the range. Don't forget the heater can use up to 3kWh of power in the winter when heating a cold car to 21degC. 60 mph on motorway will provide noticeable improvement. 
What miles/kWh are you seeing on the trip meter display? (use the up/down arrows on LH side of steering wheel to access this display). You should be getting around 3 - 3.5 this time of year rising to around 4.5 in warmer weather.",2023,1,28
Women feel the cold more than men. GF would have mine on 25 degrees if I let her. ,2023,1,28
"We must be close to a full house where each maker specific forum has a thread running about poor range. I test drove a Honda e and a Mini, both in the summertime and the range was below 100 miles by the time I left the forecourt. I decided then that nothing with a manufacturer specified range of less that 160 miles was worth spending money on.  
 
BMW  bmw 330e loss of range / charge  
Renault  Range. VERY DISAPPOINTED.  
PSA  Winter charging and range",2023,1,28
Ignore the guessometer and establish more realistic range (based on current driving conditions) by dividing miles travelled (on a journey) by battery % used and multiply by 100.,2023,1,28
"I was going to recommend the 42kWh 500e to my mum, but if that's the winter range then I best forget that idea. I expect the smaller battery 33kWh? E-up is even worse in cold weather.  @i3S  comments?",2023,1,28
"OP the range estimate is not a 'tank level' indicator. It's a how far can I go if I drive it like this indicator. Many years ago I had a first generation range indicator on an XJ40. If I floored the throttle the indicated range on a quarter of a tank of fuel was 5 miles, take my foot off and it would instantly change to 90 miles. The GoM on your 500e is exactly the same just a bit slower to react.",2023,1,29
"yeah you need to understand how the ""GOM"" works... 
 
Different OEMs have taken slightly different approaches to how they display range. Tesla for instance seems to use the range meter as a bit more like a ""fuel tank size"" in that it always shows the same value when the battery is full. It doesnt account for how you drive or weather, it always uses the same fixed theoretical value to display remaining capacity. My old LEAF seemed to pay little heed as to how i drove the car, but did make some adjustments for weather, a warm day might say 100miles and a very cold one might say 70 or 80. In reality i was lucky to get 80 on the best days. The Merc and Enyaq both adjust their range depending on the last few miles driven (i dont know the sampling period exactly, but i would guess the last 10-20miles is used) 
 
Each of these approaches has pros and cons. 
 
If you take the Tesla approach, then you get the issue where the car says you have ""160miles"" of range, you drive 10miles up the road, and you've now only got ""130miles of range"". This gives you warm fuzzies when you get in and it shows 160miles, but makes you worried as the range is disappearing fast. 
 
The last approach seems common amongst ""legacy"" automakers, as thats also how the fuel tank ""range"" estimates work in ICE cars, so i guess it makes sense to keep it consistent. It takes the consumption from the last few miles of driving, and then extrapolates that out to the full battery capacity. If you do that though, fully charged the car might only say ""80miles of range"", which people dont like as they might think their battery is somehow not fully charging, but at least its somewhat more accurate to what you will actually achieve on the road. 
 
If you are doing short journeys and only drive 5 miles in freezing weather, the consumption will be extremely high due to the cabin heat (and possibly battery heating depending on the car).  
 
However if you actually drove a longer distance, the average consumption would be lower, as once the cabin and battery is up to temperature, the use drops off and thus the average falls. 
 
It makes sense so long as you understand whats going on, and how your car displays the figures. 
 
On average i seem to find i have about 25% less range in summer doing my 40mile commute. In summer the car will average around 3mi/kwh. in winter when its cold, ~2.3mi/kwh. I think thats a reasonable starting point/rule of thumb... However lots of very short journeys will likely make that worse.",2023,1,29
"We’ve got the 42kw one also, done just over 16,000 miles and agree that the range is very poor. We picked the car up new and was showing 210 miles range and since then it’s never gone above 161miles, summer or winter. 
 
Real life range in the summer was about 150 max and winter it’s been about 110 average. I’ve tried various things to increase the mileage but no luck. 
 
Another thing I have noticed is how poor the regen is, it very rarely makes any difference on any setting, I think the most it gained was 2 miles down a long steep hill.  
 
And don’t get me started on the false warning messages that keep appearing randomly despite not having automatic braking or high beam control and various others. Dealer said nothing they can do about them and to wait for a software update. I’ve got used to them but wife still gets worried by them.",2023,2,1
Thanks for the  reply.we get less than 80 miles at the moment on a charge.i think the warning messages are due to the windscreen where the camera is does not clear as no warm air to it when setting  off.my other car specifically clears that area on start  up.also get messages saying no audio etc when radio is still working...quite a few electronic gremlins...auto handbrake does not release after a charge but is ok every other time etc  etc.and no heated mirrors on a 29k car (icon)😆,2023,2,1
"The warning messages also are more prevalent when the sun is low in the sky I’ve noticed. 
 
Auto handbrake won’t release if seat belt not on, also when someone gets out of the back seat the seatbelt warning alert chimes on for ages. 
 
We have the red spec and that’s really poor for the price I think. No heated mirrors or blind spot section, and no auto dipping interior mirror, think it would be cheaper for Fiat to have one type of these relatively low cost items.",2023,2,1
"Have you tried, especially in the winter, to pre-heat the cabin before departure whilst being plugged in? This also warms up the battery so when you set off with a 100% battery, all the hard work of getting the car warmed up is taken from the Grid rather than the HV battery.",2023,2,9
"Hello all, 
 
I am the very happy owner of a zippy Fiat 500e, my first EV, wonderful to commute and drop the kids off at school 5 min away. 
 
I settled on keeping my good old and reliable ICE Dodge minivan to pull our motorcycle trailer for week end outings. It really is oversized for this usage and I was thinking of replacing it with a RAV4 EV with a hitch. 
 
But... range and range reduction with the additional constraint of the (relatively light) trailer with 3 dirt bikes on it. I would be lucky to get a total of 60 real miles (guestimate) total for the full equipage, which really puts us right under what is needed to go to the nearest track and back... 
 
But, pulling a trailer means that I can add things onto it, like... extra batteries for the Rav4 EV and may be get to a point where, even with the extra weight, I could extend the range sufficienty for our escapades. 
 
Before getting into efficient frontier calculations (I wil need to research the data first), I wonder if anyone here has experience with adding extra batteries to their EV.    
 
Looking forward to learning. 
 
Thank you, 
E",2017,9,11
If you google YouTube for this you'll find plenty of little pet projects,2017,9,11
"It looks that to double the range on the Rav4 EV, I need an extra 40 kWh, or about 500 lbs of batteries, the weight of 2 motorcycles. At fisrt glance, it seems feasible.",2017,9,11
"Tesla Semi trucks, Powerpacks, and solar to be used in new near zero-emission Frito-Lay facility",2019,1,18
Tesla launches HEPA air filtration with Bioweapon Defense Mode upgrade for older Model S/X,2019,1,18
"Tesla is giving away over 80 new Roadsters for free, which might have killed the referral program",2019,1,18
"Tesla Model 3 is affecting Prius sales, admits Toyota – though still not convinced on EVs",2019,1,18
"Bafang Ultra electric bicycle motor offers over 1,600 W of power & massive torque",2019,1,18
"New Lightning electric motorcycle: 150 mph, 150 miles, 35 min charge, $13k",2019,1,18
Transport Evolved,2019,1,18
Model 3 Autopilot,2019,1,18
3 year Service update - Model S,2019,1,19
Australia dragging its EV feet?,2019,1,19
Jesse Ortega Chevrolet EV Chief Engineer,2019,1,19
EV News Daily,2019,1,19
Leaf E Plus Impressions,2019,1,19
Model 3 boot lid blues,2019,1,19
New Skoda Compact SUV TEASED as Skoda adds to the Kodiaq and Karoq SUVs | Cars UK,2019,1,19
2018 Leaf Ventilation - Heating,2019,1,19
"Tesla idiot! 
 
 Tesla driver caught on camera seemingly asleep on Autopilot",2019,1,19
Tesla drastically increases Supercharger prices around the world,2019,1,19
Model 3 12v battery change,2019,1,21
Electric Volkswagen ID R aiming for a Nurburgring lap RECORD | Cars UK,2019,1,21
Hydrogen Woman!,2019,1,21
TOYOTA NO! TO EV'S,2019,1,21
The Inside of a Tesla Model 3 Key Card,2019,1,21
Ioniq Charging confusion etc,2019,1,22
Detroit Auto Show,2019,1,22
Model 3 to Europe,2019,1,22
"Toshiba planning to get more involved with battery supply: 
 
 Toshiba positions battery unit for EV growth opportunity",2019,1,22
Nissan LEAF is the best-selling car in Norway - bar NONE | Cars UK,2019,1,22
Fiat 500e in the Frozen North,2019,1,22
"Greenland's ice is melting four times faster than in 2003, new study suggests",2019,1,22
Sit or stand? New electric scooter share OjO to offer vespa-style e-scooters,2019,1,22
Mercedes-Benz announces new battery factory in Poland – but no battery cells,2019,1,22
"Tesla to approve first new battery supplier for vehicles since Panasonic, report says",2019,1,22
Tesla cuts Supercharger prices back down after customer backlash over increase,2019,1,22
India is getting its own giant battery gigafactory for electric vehicles,2019,1,22
First look at Tesla's new Power Sports wheel for Performance Model 3 in China,2019,1,22
Tesla's CCS Supercharger expansion ramps with dual-charge stall sightings in Europe,2019,1,22
Tesla Servicing problems - Growing pains.,2019,1,23
Taycan,2019,1,23
Tesla Service Nightmare,2019,1,23
Honda Urban EV on sale THIS year | Cars UK,2019,1,23
The worst review of an EV?,2019,1,23
Hydrogen v EV,2019,1,23
New Leaf - Living the EV Dream?,2019,1,23
Model 3 - in-built Dash Cam,2019,1,23
Volvo’s Polestar releases more images of its ‘Tesla Model 3 competitor’ with Google UI,2019,1,23
"Tesla is working on ‘Sentry Mode’ for 360° dashcam surveillance, says Elon Musk",2019,1,23
Is rapidgate over?,2019,1,23
900 miles in a Hydrogen car,2019,1,23
Model 3 v Polestar 2,2019,1,24
8 Car EV Comparison,2019,1,24
Faulty Door Tesla - Ranger Visit,2019,1,24
"Can't see it mentioned.. 
 
There is a 38.4KWH IONIQ EV being released this year. Slight interior update too.",2019,1,24
Jaguar Land Rover's Autonomous Pod dumps its eyes and gets LIGHTS | Cars UK,2019,1,24
New Kia e-Niro vs Hyundai Kona Electric,2019,1,24
Home Charging,2019,1,24
Lightning Strike 150 mph & 150 mile range electric motorcycle opens pre-orders today,2019,1,24
Porsche shares more details about all-electric Taycan production version,2019,1,24
"Tesla Model S police patrol vehicle is going to hit the road in Fremont, save over $30,000 in gas",2019,1,24
Tesla is now using more sophisticated algorithm with temperature to better predict range,2019,1,24
Tesla starts Model 3 test drives for reservation holders in Europe,2019,1,24
A good Year for EV Motorcycles,2019,1,24
EV goes to the Paint Shop,2019,1,24
Full Self Driving is Legal in Wyoming,2019,1,24
Will Model 3 sell in Europe,2019,1,24
"Camping, on your own",2019,1,25
Tesla Police car,2019,1,25
Model 3 - The Best You Can Buy?,2019,1,25
Noddy's new car - The Mini Model S,2019,1,25
How far can a Tesla model 3 really go?,2019,1,25
Electric Cruiser,2019,1,25
E-Tron gone!,2019,1,25
Life saving Drones - Rwanda.,2019,1,25
Tesla applies for series of patents for new AI chip in Autopilot Hardware 3.0,2019,1,25
VW announces it will produce its own mobile fast-charging station with 360 kWh battery pack,2019,1,25
"Tesla is in talks to buy lithium from Warren Buffett’s geothermal wells in California, report says (Updated)",2019,1,25
"Tesla Model 3 tops resale value ranking, report says",2019,1,25
Solar Voyager,2019,1,25
New EV,2019,1,26
How's The Grid?,2019,1,26
Electric cars we can expect in 2019,2019,1,26
Dacia to launch ‘shockingly affordable’ electric car - When will it be released?,2019,1,26
"Cripes, imagine if you engaged e-pedal with a full battery and you lifted your foot while approaching a roundabout ......and nothing happened.",2022,2,3
"I think I mentioned this earlier, but I am not at all keen on the Leaf's e-pedal anyway. It does work though. I do wonder how the Kona works when the battery is full. Is there still the same level of regen, or are the friction brakes automatically applied?",2022,2,3
"Emergency stop you will want to hit it unless you have complete faith in the AEB saving your bacon 🙈🤞 
 
Here's Bjørn testing out the LEAF on an incline",2022,2,3
"I've never driven the Kona, so no experience with it. In my Chevrolet Bolt, I never touch the brake pedal unless I need to slow faster than regen is accomplishing (it happens sometimes, usually if I wait too late to begin slowing), or coming to a stop on a significant downhill slope. Going uphill is no problem, as the car has a hill hold function. But under 99% of my usual driving conditions I never touch the brake pedal. So that meets the definition of one pedal.  
 
My Niro PHEV would NOT come to a complete stop from regen, as it kicked off at 5 MPH and then coasted. I think the Niro and Kona EVs operate the same, although they do have adjustable levels of regen that my PHEV did not have.",2022,2,3
Just found that Hyundai themselves can't seem to get it right in calling it i-Pedal,2022,2,3
"What this thread really tells you is, if you really want to understand the details of the functions of EVs, get a thorough test drive of three cars on your short list. I would also recommend making the Leaf one of them. It is a very useful benchmark to compare other cars to. 
And that comes from someone who swapped a Leaf for a Lexus EV.",2022,2,4
"The Bolt doesn't require the paddle to come to a stop. Normal regen does that without the need for it or the brake pedal. It simply increased the regen level, and actually does nothing below about 5 MPH. I seldom use it because it's rather abrupt, rather than the smooth increase/decrease that can be accomplished with the brake pedal. But again I rarely have to touch the brake pedal when driving under typical conditions. One Pedal mode provides enough braking/stopping power under almost all conditions.",2022,2,4
"Nobody can deny the EV adoption helped by the LEAF 
 
Without sounding harsh getting a LEAF in 2022 is possibly the second worst EV to buy after the UX 300e.",2022,2,4
The Kia Soul can be stopped using the left paddle.,2022,2,5
add them to the one paddle driving list,2022,2,5
"Fiat 500e - comes to a stop by itself, no paddle.",2022,2,5
Found another,2022,2,5
"It's annoying when the manufacturers don't actually state that 1 pedal mode uses a blend of regen and when necessary, friction brakes. Also, no mention of what happens when the battery is at 100%.",2022,2,5
"LEAF 
i3, Mini Electric, iX3, iX, i4 
Tesla 
Ioniq 5 / EV6 
Chevrolet Bolt (not sold in UK) 
Mustang Mach-E 
Fiat 500e 
 
Requires paddle for complete stop: 
Kona / e-Niro / Soul EV",2022,2,5
"My Ioniq PHEV has variable regen modes I can adjust with the steering wheel paddles. But I wouldn't call it one pedal driving. It's much more for slowing the car when going down hill, the same as you'd do with a manual car putting it in a low gear.",2022,2,5
"Mustang Mach E also has true one-pedal driving, as in when switched on, the car will slow to a complete stop if you take your foot off",2022,2,5
"a good test would be to charge to 100% then get to a relatively high speed like 60mph, then back off. This would generate high kw of regen and that may be more than the battery can take at 100%. Maybe they have a top buffer that can take it for long enough until your battery gets low, or they limit regen, or they use friction brakes. But that would give you an idea I think",2022,2,6
"They should do a carwow test like the 70mph to 0 
 
Take the One-Pedal cars and do a rolling 40mph and simultaneously take their foot off and see which one brings it to a stop the best. 
 
Repeat the test at 100% SoC (for the cars that don't automatically disable One-Pedal and warn you) and see if the friction brakes are used and the stopping distance is identical or longer.",2022,2,6
"I didn’t specify or particularly care how they mechanically do it - point being for ‘cars that can control the friction brakes themselves without driver input’ - it would seem to be logical that they’d try and have a standard retardation when you lift off the throttle - based on speed/slope etc. when regen isn’t 100% possible it can add in friction brakes so you feel no difference 
 
I guess it’s less efficient - better to coast in that scenario to use less energy - but does leave the driver to adapt based on state of charge/battery temperature.",2022,2,6
"In a brake by wire system there's always (at least as of 2022) a fail safe that the brake pedal will cause the brake fluid to get the calipers to grip the pads. 
 
What I'm saying is that is when there is a system failure. Not in normal use. 
 
The brake pedal will be just telling the control unit how much the person's foot is pressed down or released. It's then directly applying the friction brakes (or in the case of EV also deciding if regenerative braking is applied)",2022,2,6
"Yep, early Leafs use a standard pneumatic booster, see here:",2022,2,6
"Here's a quick video people, it has the basics. This guy is worth a sub if you aren't already.",2022,2,6
"@farmergiles   @cah197  
 
Did you watch that video above, it's only the first half but it gives the brief overview to help visualise it. 
 
Which bit of what is being said are you disagreeing with? 
 
This pointing and going ""you're wrong!"" is irritating, unless you can explain what is wrong and provide a source of your understanding.",2022,2,6
"Nissan Leaf ZE0 brake booster. Motor operated - no vacuum..... 
 
Also note the text below ""cooperative regenerative brake control"". So right on both counts!",2022,2,6
"I don't know if you two have seen the video yet but here's Wiki entry for brake by wire. 
 
",2022,2,6
Kia EV6 AWD GT Line prototype test drive in Frankfurt,2021,8,17
Opel Corsa-e driving impressions,2021,8,17
Opel Corsa-e headlights test,2021,8,17
Opel Corsa e-banana box test,2021,8,17
Opel Corsa e-interior review,2021,8,17
Opel Corsa-e range test,2021,8,17
#78 Opel Corsa-e road trip to Arctic Circle part 1,2021,8,17
#78 Opel Corsa-e road trip to Arctic Circle part 2,2021,8,17
2013 Model S P85 air suspension replacement at Bilexperten & Tesla Toolbox,2021,8,17
Autonomous electric racing car from Revolve NTNU,2021,8,17
Tesla Model 3SR+ efficiency v Vauxhall Corsa-e 370 miles in a day (cannot be done says Guy Martin🤔,2021,8,17
The POSHEST electric car ever? Mercedes EQS 450+ review | FULLY CHARGED,2021,8,19
Fiat 500e range test,2021,8,22
Fiat 500e banana box test,2021,8,22
Fiat 500e acceleration and noise test,2021,8,22
Fiat 500e driving impressions,2021,8,22
Tesla Model 3 SR+ MIC 1000 km challenge,2021,8,22
Mach-E Front Motor: Sandy is Blown Away by Great Design,2021,8,22
Is CHAdeMO Dead? (And Should You Try To Avoid CHAdeMO Cars?),2021,8,22
Rundown of Upcoming Electric Cars & Eco-Friendly Vehicles Arriving After 2022 MY,2021,8,22
"TESLA Range Loss, Radioactive Housing & the final line-up for Fully Charged OUTSIDE!",2021,8,22
"GM Recalls All Chevrolet Bolts Due to Fire Concerns 
The automaker has expanded an existing recall to include all 2017-2022 models 
 
 GM Recalls All Chevrolet Bolts Due to Fire Concerns - Consumer Reports  
 
 
GM extends recall to cover all Chevy Bolts due to fire risk 
 
In rare cases, the recalled Chevy Bolt batteries have two manufacturing defects that can cause fires 
 
 
 Chevy Bolt recall update: GM extends recall to cover all Chevrolet Bolts due to fire risk - ABC7 Chicago  
 
 
 
GM’s Bolt Recall Sends Battery Maker’s Stock Tumbling 
 
 
 
 GM Bolt Recall Sends Battery Maker Tumbling | Barron's (barrons.com)  
 
 
 
GM to spend $1 billion to expand Chevy Bolt EV recall due to fires 
 
 
 Chevy Bolt EV recall expanded due to fire risks (cnbc.com)  
 
 
 
S.Korea's LG Chem shares dive on GM electric car recall 
 
 
 S.Korea's LG Chem shares dive on GM electric car recall | Reuters",2021,8,23
Opel gets their own version of the Citroen Ami. Peugeot e-008 next?,2021,8,25
MFG signs up to Zap-Pay,2021,8,25
Osprey to introduce dynamic load sharing for their rapid chargers,2021,8,25
MG MARVEL R First Drive - A posher MG arriving in Europe,2021,8,26
"Shame it's not coming here then only in Europe, probably because they are left hand drive in Europe. 
 
If it was £35-40k I would like one of these.",2021,8,27
KIA gave Sandy a NIRO EV to check out,2021,8,27
"Misaligned factory robot may have sparked Chevy Bolt battery fires 
 
 
 
 Misaligned factory robot may have sparked Chevy Bolt battery fires – Ars Technica",2021,8,27
Tesla & Charging etiquette,2019,1,3
Hyundai Cradle - a 'Walking' Hyundai for a Dystopian future | Cars UK,2019,1,3
Fiat 500e,2019,1,3
Model 3 service,2019,1,3
When ICE-Holes attack!,2019,1,3
I-Pace reflection,2019,1,3
Nissan leaf longer journeys,2019,1,3
Hyundai and Kia unveil new electric vehicle wireless charging system with autonomous parking,2019,1,3
"GM hits electric vehicle tax credit threshold, phase-out to start in April",2019,1,3
Tesla surprisingly increases range of the Model 3 with Mid-Range battery,2019,1,3
"Tesla switches Model 3 production to European version, first Chinese Model 3 spotted",2019,1,3
Kia e-Niro,2019,1,3
Wireless car charging,2019,1,4
Rapidgate no more!,2019,1,4
Volvo's Polestar start the TEASE for the electric Polestar 2 | Cars UK,2019,1,4
Electric gardening!,2019,1,4
Tesla opens Model 3 orders to the public in Europe and China,2019,1,4
Volvo’s Polestar releases first image of its all-electric ‘Tesla Model 3 competitor’,2019,1,4
Kona test Drive,2019,1,4
"Atlis XT Electric Pickup Truck Revealed: 500-Mile Range, Tows 35,000",2019,1,6
Tesla owner says Autopilot automatically regained control after sliding out-of-control on ice – video,2019,1,6
E Bike,2019,1,6
Dangerous Damian,2019,1,6
Fiat 500e Road Trip,2019,1,6
Byton at CES 2019,2019,1,7
Byton VP of design,2019,1,7
Will Arcimoto survive?,2019,1,7
Nissan Leaf Rapidgate update,2019,1,7
"Toyota says it doesn’t worry about Tesla’s lead, shuns all-electric and goes ‘electrified’ by 2025",2019,1,7
Tesla delivers massive fleet to rental car company Avis,2019,1,7
Tesla is breaking ground on Gigafactory 3 in China today,2019,1,7
EV without a home charger?,2019,1,7
Mercedes EQC Electric SUV to cost from UNDER £50k in the UK? | Cars UK,2019,1,8
The Fascinating Engineering Behind VW's Electric Car Platform of the Future | jalopnik,2019,1,8
US carbon emissions rise sharply in 2018 - CNNPolitics,2019,1,8
Tesla releases new safety report: more accidents but Autopilot still appear safer than humans,2019,1,8
Volkswagen launches energy and charging unit to complete energy loop like Tesla Energy,2019,1,8
Swagtron unveils new weird and wild electric bicycles and scooters,2019,1,8
NOVUS unveils impressive-looking carbon electric motorcycle but stuns with price,2019,1,8
Tesla is developing way to detect car issues before they happen and autonomously go to service,2019,1,8
SK Innovation wants to increase investment in US battery factory by $5 billion to compete with Tesla Gigafactory,2019,1,8
"Harley-Davidson unveils Livewire specs and prices, shows off 3 new urban electric motorbikes",2019,1,8
LEAF e-PLUS!!,2019,1,9
2nd hand EV's in Norway,2019,1,9
Nissan LEAF 3.ZERO e+ arrives with 62kWh battery and 214bhp | Cars UK,2019,1,9
New Leaf,2019,1,9
Can Mercedes catch up?,2019,1,9
Range Rover Plug in Hybrid,2019,1,9
Are car wraps worth it?,2019,1,9
"GM partners with EVgo, ChargePoint and Greenlots to improve its EV charging solution",2019,1,9
Tesla Model 3 officially becomes best-selling premium vehicle in the US,2019,1,9
Tesla warns ‘self-driving package’ buyers that activation is ‘very far away’ due to regulations,2019,1,9
"Nissan LEAF Plus is a speedy 214HP hatchback w/226 mile range, hits US in Spring",2019,1,9
"A robot company stages Tesla crash as a PR stunt, media buys it",2019,1,9
Thoughts on the Taycan,2019,1,10
Aussie Scooter,2019,1,10
Voice command,2019,1,10
"JLR to cut 5,000 jobs as it embarks on cost-cutting plan",2019,1,10
Jaguar Land Rover to cut up to 4500 jobs,2019,1,10
Living with the Leaf,2019,1,10
Model 3 - The car not the hype.,2019,1,10
Byton this,2019,1,10
Tesla pedestrian noise maker coming?,2019,1,10
Electric Trucks,2019,1,10
Swap Kona for Niro?,2019,1,10
First ride in Mercedes EV,2019,1,10
Fully charged,2019,1,10
BMW EV Conversion,2019,1,10
Goodbye 75kWh - hello 400 mile range?,2019,1,10
EV MOT,2019,1,10
Leaf 2019 disappoints,2019,1,11
Why Tesla is dropping the 75Wh,2019,1,11
Honda Urban EV heading for Geneva debut in production guise | Cars UK,2019,1,11
Driving Miss Dolly,2019,1,11
Kia e-Niro put through its paces,2019,1,11
"Ford cost-cutting could lead to 1,000 job losses at Bridgend plant",2019,1,11
Road trip to Gothenburg in the 40kWh Leaf.,2018,12,31
"Tesla has over 3,000 Model 3 vehicles left in inventory in the US",2018,12,31
Elon Musk hints at ‘soon’ groundbreaking Tesla Gigafactory 3 in China,2018,12,31
"What to expect from Tesla in 2019: Model Y, Model S/X refresh, and more",2018,12,31
Nissan Nismo Racecar,2019,1,1
Come fly with me...,2019,1,1
Another Volkswagen XL1 HYBRID heads for auction | Cars UK,2019,1,1
Top EV Story Of 2018: How Tesla Killed The Conventional Toyota Prius,2019,1,1
Tug of war,2019,1,2
All things EV 2018,2019,1,2
London Cab an Icon.,2019,1,2
Electric car sales grew by 40% in Norway this year,2019,1,2
"Tesla confirms record deliveries of 90,700 cars in Q4, production also increased",2019,1,2
"Tesla reduces prices in the US as tax credit starts to phase out, Model 3 now starts at $44,000",2019,1,2
"Faraday Future settles dispute with investor, but it’s not out of the woods",2019,1,2
Anti-Tesla pickup truck drivers take over a Supercharger station again,2019,1,2
Tesla Model 3 Sales Shatter All Records In December 2018,2019,1,2
"Tesla doubles its sales in the Netherlands, Jaguar I-Pace deliveries rise",2019,1,2
Infiniti QX Inspiration ELECTRIC SUV Concept - a 'Real World' Infinti EV Concept | Cars UK,2019,1,4
Ioniq pros and cons - aerodynamics,2019,1,4
CCS Superchargers,2019,1,4
Leaf 2018 steering wheel assist,2019,1,4
How many bananas can you get in a Fiat 500e??,2019,1,4
Tesla leaks info about new self-driving computer in latest software update,2019,1,4
"Tesla received almost 14,000 Model 3 orders in Europe, report says",2019,1,4
The electric hydrofoil surfboard Waydoo Flyer keeps you surfing without waves,2019,1,4
Tesla model 3 UK viewing,2019,1,5
Open letter to Elon,2019,1,5
Autonomous Trains,2019,1,5
Fully Charged,2019,1,5
EV myths,2019,1,5
Fiat 500e noise test,2019,1,5
Kona info',2019,1,5
Tesla asks Trump administration for a tariff exemption on critical computer in Model 3,2019,1,5
e-Golf,2019,1,6
450 bhp Electric Nissan Skyline!,2018,12,30
2019 - EV revolution.,2018,12,30
Leaf 40kWh quietest in its class,2018,12,30
"Zero EV 
 
 Conversion Service - Zero EV",2018,12,30
Hydrogen engines not good.,2018,12,30
"Porsche Taycan, Taycan 4S and Taycan Turbo - take your pick from Porsche's EV models | Cars UK",2018,12,30
Rivian Truck,2018,12,30
Here are the new all-electric vehicles coming in 2019,2018,12,30
Roadster,2018,12,30
EV buses in India,2018,12,30
Transport Evolved - bloopers,2018,12,31
Is an ELECTRIC Lexus UX SUV on the cards? | Cars UK,2018,12,31
The EV Black Cab Review,2018,12,31
EV man looks forward to 2019,2018,12,31
EV truck pt 2,2018,12,31
Fiat 500e. If only. ,2014,6,18
Lol that was funny,2014,6,18
"I've been a diesel driver for years but have hankered after an EV for a few years, doing my research! A family member might want to buy my low mileage 2015 Dacia Duster diesel car, so I'm seriously pondering what to get now. Whilst I love my gadgets I also dig functionality over style, so what some might see as an ugly duckling, is not necessarily ruled out. 
 
If I kept the diesel as a second vehicle I've been seriously tempted by the Twizy as a fun run around but if I'm selling the diesel, I'll need a far more capable vehicle. My only issue is my driveway is barely the length of a car, there's no gate and it's a busy main road (Southampton's very own Piccadilly Circus), where school children walk past every day. This means any car parked on the driveway needs to be reversed on as reversing out into a busy road is a no-go. This also means any electric car cannot have a charge port on the nose, as the darling little feral, pint sized crotch goblins will snap the plug and charge flap whilst walking by, the moment I turn my back! 
 
So, I'm needing a short list of EVs which have  side accessed charging ports.  Budget £15-30k ish. Not that interested in PCP or finance unless I can get a discount then pay it off in full soon after, as I usually own a vehicle until it becomes a liability to keep repaired. New or nearly new / ex demo etc. The ones I can think of right now are: 
 
 
 Peugeot e208 
 Peugeot e2008 
 Vauxhall Corsa -e 
 Vauxhall Mokka -e 
 Citroen E-C4 
 Citroen Berlingo Electric 
 Mini Electric (bit small but it is cute) 
 BMW i3 (do like the styling, but worried BMW aftersales will be costly and painful) 
 VW ID.3 (do I really want to be a software beta tester for what might be Windows ME on Wheels??) 
 VW eUP and the VAG siblings (bit small, only 3kw charging on AC I seem to recall) 
 Skoda Enyaq 
 Smart For-Two / For-Four (excluded as they don't do DC rapid charge) 
  
Tesla, even 2nd hand sub 30k, are off my shortlist as I can't be doing with a company who are so anti right-to-repair and have questionable build quality. 
 
So, what cars have I missed, if any?",2021,7,8
"Forgot about the e-golf. Might be a few ex demo's knocking around still! 
 
Yes, I know Citroen hasn't got the best reputation (French + electrics was historically the butt of many jokes), but if its got manufacturers warranty and a dealer network, you hope you can get by. Same goes for all mainstream car manufacturers really venturing into the EV world. None of them have got it 100% right first time. That said, I've heard too many horror stories about the build quality of Teslas, their customer service ""like it and lump it"" attitude etc. For now, it's off the list.",2021,7,8
"Had my iD3 for a week today. 500 odd miles - not a hitch. Perfect - and a joy to drive.  
I had SW concerns but seems most of those were sorted in the version (2.1) that mine came with.",2021,7,8
"I think I'll have to test drive an ID3 before I make a judgement on it, quality wise. If there are quality issues, I would hope and expect VW to be all over them as they've bet the fortunes of the company on getting their new EV platform right.",2021,7,8
Hyundai Ioniq has a rear nearside port and is about the most efficient EV in your budget if a T is out of it.,2021,7,8
